"","population_ysw.Group.1","population_ysw.Group.2","population_ysw.x","budget_ysw.x","inmate_expenditure_ysw.x","expenditure_ysw.x","deaths_ysw.x","escapes_ysw.x","movement_ysw.x","recidivism_ysw.x","as.numeric.voc_df.x.","rehabilitation_ysw.x","edu_facility_ysw.x"
"63",2001,"D & N Haveli",0.958333333333333,0,0.260503289473684,0.525669473684211,0,0,0,0,0,0,0
"64",2002,"D & N Haveli",0.916666666666667,0.222222222222222,0.0970394736842105,0.421052631578947,0,0,0,0,0,0,0
"65",2003,"D & N Haveli",1,0.222222222222222,0.0970394736842105,0.421052631578947,0,1,0,0,0,0,0
"66",2004,"D & N Haveli",0.0347222222222222,0.222222222222222,0.0970394736842105,0.421052631578947,0,0,0,0,0,0,0
"67",2005,"D & N Haveli",0.00694444444444444,0.222222222222222,0.261513157894737,0.526315789473684,0,0,0.13262599469496,0,0,0,0
"68",2006,"D & N Haveli",0.0347222222222222,0.222222222222222,0.261513157894737,0.263157894736842,0,0,0.141467727674624,0,0,0,0
"69",2007,"D & N Haveli",0,0.666666666666667,0,0,1,0,1,0,0,0,0
"70",2008,"D & N Haveli",0.125,1,0.0230263157894737,0.373684210526316,0,0,0.995579133510168,0,0,0.5,0
"71",2009,"D & N Haveli",0.194444444444444,1,0.998355263157895,0.997894736842105,0,0,0.984084880636605,0,0,0,0
"72",2010,"D & N Haveli",0.0972222222222222,1,1,1,0,0,0.789566755083996,1,0,1,0
"73",2001,"Daman & Diu",0.358974358974359,0.0689512799339389,0,0.325337966537967,0,0,1,0,0,0,0
"74",2002,"Daman & Diu",0.153846153846154,0,0.00282114479971217,0.0946563706563707,0,0,0.942408376963351,0,0,0,0
"75",2003,"Daman & Diu",0.153846153846154,0.189925681255161,0.0418094331819084,0.494980694980695,0,0,0.445026178010471,0,0,0,0
"76",2004,"Daman & Diu",0,0.428158546655657,0.144988012656483,0.54122676962677,0,0,0.308900523560209,0,0,0,0
"77",2005,"Daman & Diu",0.205128205128205,0.261354252683732,0.340995369825519,0.298584298584299,0,0,0.392670157068063,0,0,0,0
"78",2006,"Daman & Diu",0.692307692307692,0.312551610239472,0.419873098921643,0,0,0,0.25130890052356,0,0,0,0
"79",2007,"Daman & Diu",1,0.324938067712634,0.708040094553745,0.579150579150579,0,0,0.25130890052356,0,0,0,0
"80",2008,"Daman & Diu",0.41025641025641,0.510734929810074,0.739143300033289,0.694980694980695,0,0,0,0,0,0,0
"81",2009,"Daman & Diu",0.333333333333333,0.925681255161024,0.796810324246714,0.953667953667954,0,0,0.25130890052356,0,0,0,0
"82",2010,"Daman & Diu",0.0769230769230769,1,1,1,0,0,0.329842931937173,0,0,0,0
"83",2001,"Delhi",0.0656446540880503,0,0,0.21016617337073,0.482758620689655,0.0769230769230769,0,0.0956937799043062,0,0,0.825593542260209
"84",2002,"Delhi",0.465801886792453,0.210533686316546,0.00878709860227289,0.416425026961066,0.517241379310345,0.0384615384615385,0.471091120312174,0.11244019138756,0.0391872278664731,0.165497076023392,1
"85",2003,"Delhi",0.517295597484277,0.229037502921791,0.309101244389739,0.428260754309533,0.137931034482759,0.0769230769230769,0.240490304131542,0.26555023923445,0.0578478125647937,0.517543859649123,0.10997150997151
"86",2004,"Delhi",0.689465408805031,0.285949352881272,0.113662368744305,0.473787182042645,1,0.307692307692308,0.830895713562301,0.181818181818182,0.0617872693344391,0.429824561403509,0.161918328584995
"87",2005,"Delhi",0.574292452830189,0.232049392936835,0.163294692644042,0.294207862908969,0.448275862068966,1,0.498927645884841,0,0.0431266846361186,0.37719298245614,0.121747388414055
"88",2006,"Delhi",1,0.274246744327092,0.318601767286157,0,0.310344827586207,0.0384615384615385,0.777829078669089,0.383572567783094,0.0648973667841592,0.646783625730994,0.0688034188034188
"89",2007,"Delhi",0.294418238993711,0.816968730918261,0.910259156298899,0.737111242803764,0.827586206896552,0.192307692307692,1,0.841307814992026,0.0783744557329463,0.916959064327485,0.0324311490978158
"90",2008,"Delhi",0.273977987421384,1,0.656190548128955,0.714208327857208,0,0.0384615384615385,0.377826099907658,0.893939393939394,0.0607505701845324,1,0.0321937321937322
"91",2009,"Delhi",0.153301886792453,0.740794171040343,1,0.955356283982664,0.103448275862069,0.0769230769230769,0.421286229185905,0.811004784688995,0.123367198838897,0.865497076023392,0.0160968660968661
"92",2010,"Delhi",0,0.785147726769575,0.927312793881692,1,0.206896551724138,0,0.378436746001013,1,1,0.583625730994152,0
"93",2001,"Goa",0.555555555555556,0.0213470475163118,0,0.0184516736968063,0.428571428571429,0.214285714285714,0.761287820015516,1,0.161764705882353,0,0
"94",2002,"Goa",0,0.138112043502579,0.236927117546959,0.0642634102704245,0.142857142857143,0.428571428571429,0.313964313421257,0.285714285714286,1,0.166666666666667,0
"95",2003,"Goa",1,0,0.56708442566744,0,0,0.0714285714285714,0.461365399534523,0.571428571428571,0.0735294117647059,0.122950819672131,0.161290322580645
"96",2004,"Goa",0.416666666666667,0.0829543478420818,0.422548458002531,0.0715257503933293,0.285714285714286,0,0.87944142746315,0,0,0.040983606557377,0.161290322580645
"97",2005,"Goa",0.177777777777778,0.0147354416009373,0.688886433680759,0.024374983412232,1,0.357142857142857,0.729247478665632,0,0.676470588235294,0.265027322404372,0.274193548387097
"98",2006,"Goa",0.155555555555556,0.0369525091839767,1,0.0485794883062288,0,0.642857142857143,0.495500387897595,0,0.529411764705882,0.281420765027322,1
"99",2007,"Goa",0.0777777777777778,0.405167516730348,0.865129813125302,0.229927492009629,0,1,0,0,0.558823529411765,0.128415300546448,0.17741935483871
"100",2008,"Goa",0.283333333333333,0.0423917202957526,0.955198589643051,0.0606220688642621,0.428571428571429,0.0714285714285714,0.794647013188518,0,0.691176470588235,0.139344262295082,0.193548387096774
"101",2009,"Goa",0.444444444444444,1,0.362525424414083,0.527168088916756,0.285714285714286,0,0.953064391000776,0,0.367647058823529,0,0.564516129032258
"102",2010,"Goa",0.577777777777778,0.75204853175729,0.629914202485018,1,0,0.642857142857143,1,0.571428571428571,0.294117647058824,1,0.645161290322581
"103",2001,"Gujarat",0,0.0201816528387466,0.0396860152799332,0.047587037382733,0.285714285714286,0.346153846153846,0.312265385755211,0.888888888888889,0,1,0.157894736842105
"104",2002,"Gujarat",0.394517282479142,0.0048175051363519,0.018637340336636,0.0380517533598925,0,0,0.696538822483454,0.148148148148148,0.0483692034612824,0.661266568483063,0.412640207075065
"105",2003,"Gujarat",0.388259833134684,0,0,0.0397080295795075,0.464285714285714,0.307692307692308,0.487509878494517,0.0740740740740741,0.102063456844908,0.134020618556701,0.118421052631579
"106",2004,"Gujarat",0.788736591179976,0.0404991523615992,0.00845320520472723,0.0813786359392959,0.392857142857143,0.217948717948718,0.954867628173466,0.444444444444444,0.128910583536721,0.155228276877761,0.248921484037964
"107",2005,"Gujarat",0.683253873659118,0.170774999719325,0.21691088695237,0.221695082843754,0.571428571428571,0.320512820512821,1,0.555555555555556,0.136232527179942,0.19499263622975,0.315358067299396
"108",2006,"Gujarat",0.855184743742551,0.267180114739927,0.133057777247225,0,1,0.256410256410256,0.222074730811024,0.444444444444444,0.815620146438873,0.239175257731959,0.483822260569456
"109",2007,"Gujarat",0.869785458879619,0.198063342726589,0.265018801480244,0.167946773313818,0.178571428571429,0.205128205128205,0.268466610688531,1,0.955402706900377,0,0.522864538395168
"110",2008,"Gujarat",1,0.358215356288803,0.669248709263459,0.401108592396987,0.464285714285714,1,0,0.481481481481481,0.866208120701132,0.137555228276878,0
"111",2009,"Gujarat",0.89958283671037,0.701749166395348,0.783795138474394,0.719260390524977,0.75,0.641025641025641,0.30799293687642,0.222222222222222,1,0.112223858615611,0.470880069025022
"112",2010,"Gujarat",0.776221692491061,1,1,1,0.714285714285714,0.769230769230769,0.508557245875729,0,0.936765032172177,0.311929307805596,1
"113",2001,"Haryana",0,0,0,0,0.0277777777777778,0.196428571428571,0.162334768386056,0.464646464646465,0.379811996418979,0.876948775055679,0.270184361093452
"114",2002,"Haryana",0.00348310693138279,0.1137613558593,0.0882116342486294,0.116298496291565,0.5,0,0.61029850879304,0,0.379811996418979,0.375278396436526,0.172282263191354
"115",2003,"Haryana",0.261581330546848,0.366694582632017,0.103146547372688,0.369762032961106,0.416666666666667,0.25,0.266656861958624,0.737373737373737,0.247090420769919,0.438752783964365,0.226319135410045
"116",2004,"Haryana",0.230581678857541,0.434771871277935,0.368832802362573,0.370601124416097,0.666666666666667,0.214285714285714,0.438118922195185,0.676767676767677,0.438675022381379,0.423719376391982,0.153846153846154
"117",2005,"Haryana",0.417624521072797,0.434062884736832,0.155731757105654,0.454535039910184,0,0.232142857142857,0.11075754739685,0.757575757575758,0,0,0
"118",2006,"Haryana",0.466388018112156,0.480846883512053,0.208893910680135,0.540678663111457,0.944444444444444,0.375,0,0.676767676767677,0.127126230975828,0.501113585746102,0.371265098537826
"119",2007,"Haryana",0.607802159526297,0.726538058816722,0.893195220879089,0.750897633074521,0.611111111111111,0.178571428571429,0.648808727972832,1,0.143240823634736,0.88195991091314,0.324856961220598
"120",2008,"Haryana",0.940787182166492,0.678696959286129,0.743764752725929,0.626240958035355,1,0.125,1,0.757575757575758,0.249776186213071,0.577951002227171,0.578512396694215
"121",2009,"Haryana",0.866945315221177,0.906937770483378,0.93242515522603,0.936044419113737,0.666666666666667,0.339285714285714,0.576570313126721,0.838383838383838,1,0.901447661469933,1
"122",2010,"Haryana",1,1,1,1,0.722222222222222,1,0.986438306102985,0.424242424242424,0.832587287376902,1,0.827717736808646
"123",2001,"Himachal Pradesh",0.0145348837209302,0.0601125428787458,0,0.0560908833016389,0.2,0.333333333333333,0.794645400170891,0,1,0,0
"124",2002,"Himachal Pradesh",0,0.000782909576069004,0.0117195742005595,0.000782663487929846,0.2,0.733333333333333,1,0.444444444444444,0.298507462686567,0.105882352941176,0.625
"125",2003,"Himachal Pradesh",0.117732558139535,0,0.0108809257715286,0,0.2,1,0.420051267445172,0.166666666666667,0.261194029850746,0.133333333333333,0
